method,burst_mean_delivery_ratio,burst_mean_loss_ratio,burst_mean_delay,burst_mean_emitted_this_tick,hotspot_peak_pressure,post_burst_mean_pressure,relief_tick_after_burst,total_emitted_updates,peak_event_rate
snn_sra,0.9367370808835475,0.06326291911645401,3.2028324497568663,1334.225806451613,1.8,0.10568099999999998,24.0,227412.6,29681.8
ospf_te,0.9592344420678962,0.04076555793210471,3.063929448797886,13332.425806451613,1.2599999999999993,0.0003599999999999986,1.6,846938.0,59043.6
te_ecmp,0.969991578632681,0.030008421367326392,3.044218996426543,25657.34193548387,1.3182,0.0011160999999999999,2.6,1606953.2,115742.0
bandit,0.9602530113468146,0.03974698865318581,3.0444397290572693,19046.322580645163,1.149599999999999,0.000737999999999995,2.2,1496417.6,59043.6
