status,claim,location,source,metric,actual,expected,tolerance,unit
PASS,ospf_te online ER hotspot tail switches,tab8_ns3_online_er_validation.tex,ns3 online ER summary,tail_switches_mean,12,12,0.05,switches
PASS,neura online ER repeated delivery,tab8_ns3_online_er_validation.tex,ns3 online ER summary,delivery_mean,95.73,95.7,0.05,%
PASS,neura online ER repeated control,tab8_ns3_online_er_validation.tex,ns3 online ER summary,ns3_control_tx_mb_mean,0.003792,0.004,0.0006,MB
PASS,neura online ER repeated route changes,tab8_ns3_online_er_validation.tex,ns3 online ER summary,route_changes_mean,12,12,0.05,changes
PASS,neura online ER repeated tail switches,tab8_ns3_online_er_validation.tex,ns3 online ER summary,tail_switches_mean,1.4,1.4,0.05,switches
PASS,triggered_te online ER repeated delivery,tab8_ns3_online_er_validation.tex,ns3 online ER summary,delivery_mean,96.5901,96.6,0.05,%
PASS,triggered_te online ER repeated control,tab8_ns3_online_er_validation.tex,ns3 online ER summary,ns3_control_tx_mb_mean,0.014016,0.014,0.0006,MB
PASS,triggered_te online ER repeated route changes,tab8_ns3_online_er_validation.tex,ns3 online ER summary,route_changes_mean,43.2,43.2,0.05,changes
PASS,triggered_te online ER repeated tail switches,tab8_ns3_online_er_validation.tex,ns3 online ER summary,tail_switches_mean,23.2,23.2,0.05,switches
PASS,ospf_te online ER repeated delivery,tab8_ns3_online_er_validation.tex,ns3 online ER summary,delivery_mean,99.8288,99.8,0.05,%
PASS,ospf_te online ER repeated control,tab8_ns3_online_er_validation.tex,ns3 online ER summary,ns3_control_tx_mb_mean,0.89484,0.895,0.0006,MB
PASS,ospf_te online ER repeated route changes,tab8_ns3_online_er_validation.tex,ns3 online ER summary,route_changes_mean,60.8,60.8,0.05,changes
PASS,ospf_te online ER repeated tail switches,tab8_ns3_online_er_validation.tex,ns3 online ER summary,tail_switches_mean,25.2,25.2,0.05,switches
PASS,parameter sweep row count,sm.tex sensitivity table,snn_param_sensitivity_er_n100_s5_summary.csv,rows,12,12,0.01,rows
PASS,engineering sweep row count,sm.tex sensitivity table,snn_engineering_sensitivity_er_n100_s5_summary.csv,rows,18,18,0.01,rows
PASS,threshold sweep delivery range,sm.tex sensitivity summary,snn_param_sensitivity_er_n100_s5_summary.csv,max-min burst_delivery_ratio_mean,1.21922,1.22,0.05,percentage points
PASS,switch-guard control range,sm.tex sensitivity summary,snn_engineering_sensitivity_er_n100_s5_summary.csv,max-min chaos_total_control_mb_mean,0.16855,0.17,0.02,MB
