topology,mode,seed,tick,route_changes,phase
er,full,104,24,0,stage1
er,full,104,25,0,stage1
er,full,104,26,0,stage1
er,full,104,27,0,stage1
er,full,104,28,0,stage1
er,full,104,29,0,stage1
er,full,104,30,0,stage1
er,full,104,31,0,pre
er,full,104,32,0,pre
er,full,104,33,0,pre
er,full,104,34,0,pre
er,full,104,35,0,pre
er,full,104,36,0,pre
er,full,104,37,0,pre
er,full,104,38,0,pre
er,full,104,39,0,pre
er,full,104,40,0,stage2
er,full,104,41,0,stage2
er,full,104,42,0,stage2
er,full,104,43,0,stage2
er,full,104,44,0,stage2
er,full,104,45,0,stage2
er,full,104,46,50,stage2
er,full,104,47,0,stage2
er,full,104,48,0,stage2
er,full,104,49,0,stage2
er,full,104,50,0,stage2
er,full,104,51,0,stage2
er,full,104,52,0,stage2
er,full,104,53,0,stage2
er,full,104,54,0,stage2
er,full,104,55,0,stage2
er,full,104,56,0,recovery
er,full,104,57,0,recovery
er,full,104,58,0,recovery
er,full,104,59,0,recovery
er,full,104,60,0,recovery
er,full,104,61,0,recovery
er,full,104,62,0,recovery
er,full,104,63,0,recovery
er,full,104,64,0,recovery
er,full,104,65,0,recovery
er,full,104,66,0,recovery
er,full,104,67,0,recovery
er,full,104,68,0,recovery
er,full,104,69,0,recovery
er,full,104,70,0,recovery
er,full,104,71,0,recovery
er,full,104,72,0,recovery
er,full,104,73,0,recovery
er,full,104,74,0,recovery
er,full,104,75,0,recovery
er,full,104,76,0,recovery
er,full,104,77,0,recovery
er,full,104,78,0,recovery
er,full,104,79,0,recovery
er,baseline,105,1,2984,pre
er,baseline,105,2,5118,pre
er,baseline,105,3,1128,pre
er,baseline,105,4,48,pre
er,baseline,105,5,0,pre
er,baseline,105,6,0,pre
er,baseline,105,7,0,pre
er,baseline,105,8,0,pre
er,baseline,105,9,0,pre
er,baseline,105,10,0,pre
er,baseline,105,11,0,pre
er,baseline,105,12,0,pre
er,baseline,105,13,0,pre
er,baseline,105,14,0,pre
er,baseline,105,15,0,stage1
er,baseline,105,16,0,stage1
er,baseline,105,17,0,stage1
er,baseline,105,18,23,stage1
er,baseline,105,19,205,stage1
er,baseline,105,20,0,stage1
er,baseline,105,21,0,stage1
er,baseline,105,22,0,stage1
er,baseline,105,23,0,stage1
er,baseline,105,24,0,stage1
er,baseline,105,25,0,stage1
er,baseline,105,26,0,stage1
er,baseline,105,27,0,stage1
er,baseline,105,28,0,stage1
er,baseline,105,29,0,stage1
er,baseline,105,30,0,stage1
er,baseline,105,31,205,pre
er,baseline,105,32,0,pre
er,baseline,105,33,0,pre
er,baseline,105,34,0,pre
er,baseline,105,35,0,pre
er,baseline,105,36,0,pre
er,baseline,105,37,0,pre
er,baseline,105,38,0,pre
er,baseline,105,39,0,pre
er,baseline,105,40,0,stage2
er,baseline,105,41,0,stage2
er,baseline,105,42,0,stage2
er,baseline,105,43,0,stage2
er,baseline,105,44,0,stage2
er,baseline,105,45,0,stage2
er,baseline,105,46,0,stage2
er,baseline,105,47,0,stage2
er,baseline,105,48,0,stage2
er,baseline,105,49,0,stage2
er,baseline,105,50,0,stage2
er,baseline,105,51,0,stage2
er,baseline,105,52,0,stage2
er,baseline,105,53,0,stage2
er,baseline,105,54,0,stage2
er,baseline,105,55,0,stage2
er,baseline,105,56,0,recovery
er,baseline,105,57,0,recovery
er,baseline,105,58,0,recovery
er,baseline,105,59,0,recovery
er,baseline,105,60,0,recovery
er,baseline,105,61,0,recovery
er,baseline,105,62,0,recovery
er,baseline,105,63,0,recovery
er,baseline,105,64,0,recovery
er,baseline,105,65,0,recovery
er,baseline,105,66,0,recovery
er,baseline,105,67,0,recovery
er,baseline,105,68,0,recovery
er,baseline,105,69,0,recovery
er,baseline,105,70,0,recovery
er,baseline,105,71,0,recovery
er,baseline,105,72,0,recovery
er,baseline,105,73,0,recovery
er,baseline,105,74,0,recovery
er,baseline,105,75,0,recovery
er,baseline,105,76,0,recovery
er,baseline,105,77,0,recovery
er,baseline,105,78,0,recovery
er,baseline,105,79,0,recovery
er,memory_only,105,1,2984,pre
er,memory_only,105,2,5118,pre
er,memory_only,105,3,1128,pre
er,memory_only,105,4,48,pre
er,memory_only,105,5,0,pre
er,memory_only,105,6,0,pre
er,memory_only,105,7,0,pre
er,memory_only,105,8,0,pre
er,memory_only,105,9,0,pre
er,memory_only,105,10,0,pre
er,memory_only,105,11,0,pre
er,memory_only,105,12,0,pre
er,memory_only,105,13,0,pre
er,memory_only,105,14,0,pre
er,memory_only,105,15,0,stage1
er,memory_only,105,16,0,stage1
er,memory_only,105,17,0,stage1
er,memory_only,105,18,0,stage1
er,memory_only,105,19,0,stage1
er,memory_only,105,20,172,stage1
er,memory_only,105,21,56,stage1
er,memory_only,105,22,0,stage1
er,memory_only,105,23,0,stage1
er,memory_only,105,24,0,stage1
er,memory_only,105,25,0,stage1
er,memory_only,105,26,0,stage1
er,memory_only,105,27,0,stage1
er,memory_only,105,28,0,stage1
er,memory_only,105,29,0,stage1
er,memory_only,105,30,0,stage1
er,memory_only,105,31,173,pre
er,memory_only,105,32,0,pre
er,memory_only,105,33,0,pre
er,memory_only,105,34,0,pre
er,memory_only,105,35,0,pre
er,memory_only,105,36,0,pre
er,memory_only,105,37,0,pre
er,memory_only,105,38,0,pre
er,memory_only,105,39,0,pre
er,memory_only,105,40,0,stage2
er,memory_only,105,41,0,stage2
er,memory_only,105,42,0,stage2
er,memory_only,105,43,0,stage2
er,memory_only,105,44,0,stage2
er,memory_only,105,45,0,stage2
er,memory_only,105,46,0,stage2
er,memory_only,105,47,0,stage2
er,memory_only,105,48,0,stage2
er,memory_only,105,49,0,stage2
er,memory_only,105,50,0,stage2
er,memory_only,105,51,0,stage2
er,memory_only,105,52,0,stage2
er,memory_only,105,53,0,stage2
er,memory_only,105,54,0,stage2
er,memory_only,105,55,0,stage2
er,memory_only,105,56,0,recovery
er,memory_only,105,57,0,recovery
er,memory_only,105,58,0,recovery
er,memory_only,105,59,0,recovery
er,memory_only,105,60,0,recovery
er,memory_only,105,61,0,recovery
er,memory_only,105,62,0,recovery
er,memory_only,105,63,0,recovery
er,memory_only,105,64,0,recovery
er,memory_only,105,65,0,recovery
er,memory_only,105,66,0,recovery
er,memory_only,105,67,0,recovery
er,memory_only,105,68,0,recovery
er,memory_only,105,69,0,recovery
er,memory_only,105,70,0,recovery
er,memory_only,105,71,0,recovery
er,memory_only,105,72,0,recovery
er,memory_only,105,73,0,recovery
er,memory_only,105,74,0,recovery
er,memory_only,105,75,0,recovery
er,memory_only,105,76,0,recovery
er,memory_only,105,77,0,recovery
er,memory_only,105,78,0,recovery
er,memory_only,105,79,0,recovery
er,full,105,1,2984,pre
er,full,105,2,5118,pre
er,full,105,3,1128,pre
er,full,105,4,48,pre
er,full,105,5,0,pre
er,full,105,6,0,pre
er,full,105,7,0,pre
er,full,105,8,0,pre
er,full,105,9,0,pre
er,full,105,10,0,pre
er,full,105,11,0,pre
er,full,105,12,0,pre
er,full,105,13,0,pre
er,full,105,14,0,pre
er,full,105,15,0,stage1
er,full,105,16,0,stage1
er,full,105,17,0,stage1
er,full,105,18,0,stage1
er,full,105,19,0,stage1
er,full,105,20,141,stage1
er,full,105,21,51,stage1
er,full,105,22,0,stage1
er,full,105,23,0,stage1
er,full,105,24,0,stage1
er,full,105,25,0,stage1
er,full,105,26,0,stage1
er,full,105,27,0,stage1
er,full,105,28,0,stage1
er,full,105,29,0,stage1
er,full,105,30,0,stage1
er,full,105,31,0,pre
er,full,105,32,0,pre
er,full,105,33,0,pre
er,full,105,34,0,pre
er,full,105,35,0,pre
er,full,105,36,0,pre
er,full,105,37,0,pre
er,full,105,38,0,pre
er,full,105,39,0,pre
er,full,105,40,0,stage2
er,full,105,41,0,stage2
er,full,105,42,0,stage2
er,full,105,43,0,stage2
er,full,105,44,0,stage2
er,full,105,45,0,stage2
er,full,105,46,3,stage2
er,full,105,47,0,stage2
er,full,105,48,0,stage2
er,full,105,49,0,stage2
er,full,105,50,0,stage2
er,full,105,51,0,stage2
er,full,105,52,0,stage2
er,full,105,53,0,stage2
er,full,105,54,0,stage2
er,full,105,55,0,stage2
er,full,105,56,0,recovery
er,full,105,57,0,recovery
er,full,105,58,0,recovery
er,full,105,59,0,recovery
er,full,105,60,0,recovery
er,full,105,61,0,recovery
er,full,105,62,0,recovery
er,full,105,63,0,recovery
er,full,105,64,0,recovery
er,full,105,65,0,recovery
er,full,105,66,0,recovery
er,full,105,67,0,recovery
er,full,105,68,0,recovery
er,full,105,69,0,recovery
er,full,105,70,0,recovery
er,full,105,71,0,recovery
er,full,105,72,0,recovery
er,full,105,73,0,recovery
er,full,105,74,0,recovery
er,full,105,75,0,recovery
er,full,105,76,0,recovery
er,full,105,77,0,recovery
er,full,105,78,0,recovery
er,full,105,79,0,recovery
