time_s,selected_path,queue_a_norm,queue_b_norm,accum,memory_a,memory_b,burst_active
10.900000,a,0.000000,0.000000,0.000000,0.005606,0.000000,0
11.000000,a,0.000000,0.000000,0.000000,0.005045,0.000000,0
11.100000,a,0.000000,0.000000,0.000000,0.004541,0.000000,0
11.200000,a,0.000000,0.000000,0.000000,0.004087,0.000000,0
11.300000,a,0.000000,0.000000,0.000000,0.003678,0.000000,0
11.400000,a,0.000000,0.000000,0.000000,0.003310,0.000000,0
11.500000,a,0.000000,0.000000,0.000000,0.002979,0.000000,0
11.600000,a,0.000000,0.000000,0.000000,0.002681,0.000000,0
11.700000,a,0.000000,0.000000,0.000000,0.002413,0.000000,0
11.800000,a,0.000000,0.000000,0.000000,0.002172,0.000000,0
11.900000,a,0.000000,0.000000,0.000000,0.001955,0.000000,0
12.000000,a,0.000000,0.000000,0.000000,0.001759,0.000000,0
