time_s,selected_path,queue_a_norm,queue_b_norm,accum,memory_a,memory_b,burst_active
10.900000,a,0.000000,0.000000,0.000000,0.751866,0.000000,0
11.000000,a,0.000000,0.000000,0.000000,0.676680,0.000000,0
11.100000,a,0.000000,0.000000,0.000000,0.609012,0.000000,0
11.200000,a,0.000000,0.000000,0.000000,0.548111,0.000000,0
11.300000,a,0.000000,0.000000,0.000000,0.493300,0.000000,0
11.400000,a,0.000000,0.000000,0.000000,0.443970,0.000000,0
11.500000,a,0.000000,0.000000,0.000000,0.399573,0.000000,0
11.600000,a,0.000000,0.000000,0.000000,0.359615,0.000000,0
11.700000,a,0.000000,0.000000,0.000000,0.323654,0.000000,0
11.800000,a,0.000000,0.000000,0.000000,0.291288,0.000000,0
11.900000,a,0.000000,0.000000,0.000000,0.262160,0.000000,0
12.000000,a,0.000000,0.000000,0.000000,0.235944,0.000000,0
