time_s,old_cwnd_bytes,new_cwnd_bytes
9.362554,25326,25179
9.364010,25179,25032
9.364482,25032,24884
9.364954,24884,24737
9.366410,24737,24589
9.366882,24589,24442
9.368338,24442,24295
9.368810,24295,24147
9.369282,24147,24000
9.371722,24000,23852
9.372194,23852,23705
9.372653,23705,15544
9.372653,15544,16080
9.439149,16080,16616
9.494077,16616,17152
9.549949,17152,17688
9.569242,17688,17412
9.569714,17412,17671
9.571170,17671,17931
9.571642,17931,18190
9.573098,18190,18449
9.573570,18449,18709
9.574042,18709,18968
9.575498,18968,19227
9.575970,19227,19487
9.578410,19487,19746
9.578882,19746,20005
9.579354,20005,20265
9.580810,20265,20524
9.581282,20524,20783
9.582738,20783,21043
9.583210,21043,21302
9.583682,21302,21164
9.585138,21164,21026
9.585610,21026,20887
9.586082,20887,20749
9.588522,20749,20611
9.588994,20611,20472
9.590450,20472,20334
9.590922,20334,20196
9.591394,20196,20057
9.592850,20057,19919
9.593322,19919,19781
9.594778,19781,19642
9.595250,19642,19504
9.595722,19504,19366
9.597178,19366,19227
9.597650,19227,19089
9.600077,19089,12328
9.600077,12328,12864
9.651109,12864,13400
9.695453,13400,13936
9.712208,13936,6968
9.712346,6968,7504
9.712680,7504,8040
9.712818,8040,8576
9.713290,8576,8040
9.714136,8040,8576
9.714608,8576,9112
9.714746,9112,9648
9.715080,9648,9112
9.715218,9112,9648
9.715552,9648,9112
9.716674,9112,9648
9.717146,9648,9112
9.717618,9112,9648
9.717992,9648,9112
9.718090,9112,9648
9.718464,9648,9112
9.718562,9112,9648
9.719034,9648,9112
9.721474,9112,9648
9.721946,9648,9112
9.723389,9112,9648
9.723389,9648,10184
9.755547,10184,10720
9.774080,10720,11256
9.792078,11256,11792
9.811902,11792,12328
9.831726,12328,12864
9.853438,12864,13400
9.875150,13400,13936
9.897806,13936,14472
9.921406,14472,15008
9.945950,15008,15544
9.971438,15544,16080
9.997870,16080,16616
10.025246,16616,17152
10.053566,17152,17688
10.081886,17688,18224
10.112094,18224,18760
10.142302,18760,19296
10.174398,19296,19832
10.206494,19832,20368
10.210818,20368,13400
