time_s,old_cwnd_bytes,new_cwnd_bytes
8.715227,16616,17152
8.715518,17152,16616
8.715699,16616,17152
8.715990,17152,17688
8.716462,17688,17152
8.716934,17152,17688
8.717155,17688,17152
8.717406,17152,17688
8.717627,17688,17152
8.717878,17152,17688
8.718099,17688,17152
8.718350,17152,17688
8.718571,17688,17152
8.718822,17152,17688
8.719294,17688,17152
8.719766,17152,17688
8.720027,17688,17152
8.720238,17152,17688
8.720499,17688,17152
8.720710,17152,17688
8.721182,17688,17152
8.721654,17152,17688
8.721955,17688,17152
8.722126,17152,17688
8.722427,17688,17152
8.722598,17152,17688
8.723070,17688,17152
8.723530,17152,17688
8.732014,17688,18760
8.732014,18760,19296
8.797998,19296,19832
8.841843,19832,19526
8.842315,19526,19756
8.844755,19756,19986
8.845227,19986,20215
8.846683,20215,20445
8.847155,20445,20675
8.847627,20675,20904
8.849083,20904,21134
8.849555,21134,21364
8.851011,21364,21594
8.851483,21594,21823
8.851955,21823,22053
8.854395,22053,22283
8.854867,22283,22512
8.855339,22512,22742
8.856795,22742,22972
8.857267,22972,23202
8.858723,23202,23431
8.859195,23431,23278
8.859667,23278,23125
8.861123,23125,22972
8.861595,22972,22819
8.863051,22819,22666
8.863523,22666,22512
8.863995,22512,22359
8.866435,22359,22206
8.866907,22206,22053
8.868363,22053,21900
8.868835,21900,21747
8.869307,21747,21594
8.870763,21594,21440
8.871235,21440,21287
8.872691,21287,21134
8.873163,21134,20981
8.873635,20981,20828
8.876075,20828,20675
8.876534,20675,13400
8.876534,13400,13936
8.931462,13936,14472
8.977694,14472,15008
9.027822,15008,15544
9.077910,15544,16080
9.130910,16080,16616
9.185838,16616,17152
9.241710,17152,17688
9.261475,17688,17412
9.262931,17412,17671
9.263403,17671,17931
9.264859,17931,18190
9.265331,18190,18449
9.265803,18449,18709
9.268243,18709,18968
9.268715,18968,19227
9.270171,19227,19487
9.270643,19487,19746
9.271115,19746,20005
9.272571,20005,20265
9.273043,20265,20524
9.274499,20524,20783
9.274971,20783,21043
9.275443,21043,21302
9.277883,21302,21164
9.278355,21164,21026
9.278827,21026,20887
9.280283,20887,20749
9.280755,20749,20611
9.282211,20611,20472
9.282683,20472,20334
9.283155,20334,20196
9.284611,20196,20057
9.285083,20057,19919
9.286539,19919,19781
9.287011,19781,19642
9.287483,19642,19504
9.289923,19504,19366
9.290395,19366,19227
9.291851,19227,19089
9.292310,19089,12328
9.292310,12328,12864
9.346294,12864,13400
9.390638,13400,13936
9.411210,13936,6968
9.411347,6968,7504
9.411682,7504,8040
9.412154,8040,8576
9.412626,8576,9112
9.412803,9112,9648
9.413275,9648,9112
9.413747,9112,9648
9.414219,9648,9112
9.414691,9112,9648
9.415163,9648,9112
9.416619,9112,9648
9.417034,9648,9112
9.417091,9112,9648
9.417506,9648,9112
9.419531,9112,9648
9.419906,9648,9112
9.420003,9112,9648
9.420378,9648,9112
9.420475,9112,9648
9.420850,9648,9112
9.421931,9112,9648
9.422390,9648,10184
9.455952,10184,10720
9.474485,10720,11256
9.492483,11256,11792
9.512307,11792,12328
9.532131,12328,12864
9.553843,12864,13400
9.575555,13400,13936
9.598211,13936,14472
9.621811,14472,15008
9.646355,15008,15544
9.671843,15544,16080
9.698275,16080,16616
9.725651,16616,17152
9.753971,17152,17688
9.782291,17688,18224
9.812499,18224,18760
9.842707,18760,19296
9.874803,19296,19832
9.906899,19832,20368
9.940883,20368,20904
9.974867,20904,21440
10.010739,21440,21976
10.046611,21976,22512
10.083427,22512,23048
10.110406,23048,12864
10.110816,12864,13400
10.110878,13400,13936
10.111288,13936,14472
10.111350,14472,15008
10.111760,15008,14472
10.111822,14472,15008
10.112232,15008,15544
10.112294,15544,16080
10.112704,16080,15544
